match_round,group,team_a,score_a,score_b,team_b,winner,meta_data
0,A,13,50,2,12,13,12
0,B,10,62,1,0,10,
0,C,9,40,4,6,9,
0,A,8,26,19,15,8,
0,B,3,12,29,2,2,
0,C,4,34,22,1,1,
0,A,13,28,25,8,13,
0,B,10,62,16,3,10,
0,C,6,0,54,1,1,
0,A,12,0,54,15,15,
0,B,0,4,80,2,2,
0,C,4,14,22,9,9,
0,A,13,58,22,15,13,
0,B,10,49,43,2,10,
0,C,9,12,26,1,1,
0,A,12,6,38,8,8,
0,B,0,4,34,3,3,
0,C,4,32,6,6,4,
1,,8,42,45,9,9,
2,,13,29,48,2,2,
2,,10,58,32,9,10,
3,,10,40,37,9,10,
4,,13,41,32,2,13,
