match_round,group,team_a,score_a,score_b,team_b,winner,meta_data
0,C,8,2,0,9,8,13
0,B,13,2,0,2,13,
0,D,10,2,0,12,10,
0,A,1,2,0,15,1,
0,D,0,0,2,5,5,
0,C,9,2,0,7,9,
0,B,2,0,2,11,11,
0,D,10,2,0,5,10,
0,A,4,2,1,1,4,
0,D,12,2,1,0,12,
0,C,8,2,0,7,8,
0,B,13,0,2,11,11,
0,D,10,2,0,0,10,
0,A,4,2,0,15,4,
0,D,12,0,2,5,5,
1,,13,0,2,10,10,
1,,11,2,0,5,11,
1,,4,2,0,9,4,
1,,1,2,0,8,1,
2,,11,0,2,1,1,
2,,10,0,2,4,4,
3,,10,0,2,11,11,
4,,4,2,1,1,4,
