match_round,group,team_a,score_a,score_b,team_b,winner,meta_data
0,A,9,2,0,8,9,8
0,B,10,2,0,5,10,
0,A,2,0,2,1,1,
0,B,13,2,0,4,13,
0,A,9,2,1,2,9,
0,B,5,0,2,13,13,
0,A,1,2,0,8,1,
0,B,10,2,0,4,10,
0,A,2,0,2,8,8,
0,B,10,2,0,13,10,
0,A,1,0,2,9,9,
0,B,5,0,2,4,4,
2,,9,2,0,13,9,
2,,1,2,1,10,4,
3,,13,0,2,10,10,
4,,9,2,0,1,9,
